Name;Action;Adventure;Children;Comedy;Crime;Drama;Horror;Romance;SciFi;Thriller
Superman III (1983);1;1;0;0;0;0;0;0;1;0
Superman IV: The Quest for Peace (1987);1;1;0;0;0;0;0;0;1;0
Dracula (1931);0;0;0;0;0;0;1;0;0;0
Dracula (1958);0;0;0;0;0;0;1;0;0;0
House of Dracula (1945);0;0;0;0;0;0;1;0;0;0
House of Frankenstein (1944);0;0;0;0;0;0;1;0;0;0
Frankenstein (1931);0;0;0;0;0;0;1;0;0;0
Son of Frankenstein (1939);0;0;0;0;0;0;1;0;0;0
Ghost of Frankenstein, The (1942);0;0;0;0;0;0;1;0;0;0
Frankenstein Meets the Wolf Man (1943);0;0;0;0;0;0;1;0;0;0
Curse of Frankenstein, The (1957);0;0;0;0;0;0;1;0;0;0
Son of Dracula (1943);0;0;0;0;0;0;1;0;0;0
Wolf Man, The (1941);0;0;0;0;0;0;1;0;0;0
Howling II: Your Sister Is a Werewolf (1985);0;0;0;0;0;0;1;0;0;0
Tarantula (1955);0;0;0;0;0;0;1;0;1;0
Rocky Horror Picture Show, The (1975);0;0;0;1;0;0;1;0;1;0
Flying Saucer, The (1950);0;0;0;0;0;0;0;0;1;0
It Came from Hollywood (1982);0;0;0;1;0;0;0;0;0;0
Thing From Another World, The (1951);0;0;0;0;0;0;0;0;1;0
It Came from Outer Space (1953);0;0;0;0;0;0;0;0;1;0
War of the Worlds, The (1953);1;0;0;0;0;0;0;0;1;0
It Came from Beneath the Sea (1955);0;0;0;0;0;0;0;0;1;0
Invasion of the Body Snatchers (1956);0;0;0;0;0;0;1;0;1;0
Earth Vs. the Flying Saucers (1956);0;0;0;0;0;0;0;0;1;0
It Conquered the World (1956);0;0;0;0;0;0;0;0;1;0
Mole People, The (1956);0;0;0;0;0;0;0;0;1;0
Swamp Thing (1982);0;0;0;0;0;0;1;0;1;0
Pork Chop Hill (1959);0;0;0;0;0;0;0;0;0;0
Run Silent, Run Deep (1958);0;0;0;0;0;0;0;0;0;0
Notting Hill (1999);0;0;0;1;0;0;0;1;0;0
Thirteenth Floor, The (1999);0;0;0;0;0;1;0;0;1;1
Eternity and a Day (Mia eoniotita ke mia mera ) (1998);0;0;0;0;0;1;0;0;0;0
Loss of Sexual Innocence, The (1999);0;0;0;0;0;1;0;0;0;0
Twice Upon a Yesterday (1998);0;0;0;1;0;1;0;1;0;0
Instinct (1999);0;0;0;0;0;1;0;0;0;1
Buena Vista Social Club (1999);0;0;0;0;0;0;0;0;0;0
Desert Blue (1999);0;0;0;0;0;1;0;0;0;0
Finding North (1999);0;0;0;0;0;1;0;1;0;0
Floating (1997);0;0;0;0;0;1;0;0;0;0
Free Enterprise (1998);0;0;0;1;0;0;0;1;1;0
Limbo (1999);0;0;0;0;0;1;0;0;0;0
Austin Powers: The Spy Who Shagged Me (1999);0;0;0;1;0;0;0;0;0;0
Taxman (1999);0;0;0;1;0;1;0;0;0;0
Red Dwarf, The (Le Nain rouge) (1998);0;0;0;1;0;1;0;0;0;0
Red Violin, The (Le Violon rouge) (1998);0;0;0;0;0;1;0;0;0;0
Tarzan (1999);0;0;1;0;0;0;0;0;0;0
General's Daughter, The (1999);0;0;0;0;0;1;0;0;0;1
Get Bruce (1999);0;0;0;0;0;0;0;0;0;0
Ideal Husband, An (1999);0;0;0;1;0;0;0;0;0;0
Legend of 1900, The (Leggenda del pianista sull'oceano) (1998);0;0;0;0;0;1;0;0;0;0
Run Lola Run (Lola rennt) (1998);1;0;0;0;1;0;0;1;0;0
Trekkies (1997);0;0;0;0;0;0;0;0;0;0
Big Daddy (1999);0;0;0;1;0;0;0;0;0;0
Boys, The (1997);0;0;0;0;0;1;0;0;0;0
Dinner Game, The (Le D?er de cons) (1998);0;0;0;1;0;0;0;0;0;0
My Son the Fanatic (1998);0;0;0;1;0;1;0;1;0;0
Zone 39 (1997);0;0;0;0;0;0;0;0;1;0
Arachnophobia (1990);1;0;0;1;0;0;0;0;1;1
South Park: Bigger, Longer and Uncut (1999);0;0;0;1;0;0;0;0;0;0
Wild Wild West (1999);1;0;0;0;0;0;0;0;1;0
Summer of Sam (1999);0;0;0;0;0;1;0;0;0;0
Broken Vessels (1998);0;0;0;0;0;1;0;0;0;0
Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991);0;0;0;0;0;1;0;1;0;0
Late August, Early September (Fin ao?, d?ut septembre) (1998);0;0;0;0;0;1;0;0;0;0
American Pie (1999);0;0;0;1;0;0;0;0;0;0
Arlington Road (1999);0;0;0;0;0;0;0;0;0;1
Autumn Tale, An (Conte d'automne) (1998);0;0;0;0;0;0;0;1;0;0
Muppets From Space (1999);0;0;1;1;0;0;0;0;0;0
Blair Witch Project, The (1999);0;0;0;0;0;0;1;0;0;0
My Life So Far (1999);0;0;0;0;0;1;0;0;0;0
Eyes Wide Shut (1999);0;0;0;0;0;1;0;0;0;0
Lake Placid (1999);0;0;0;0;0;0;1;0;0;1
Wood, The (1999);0;0;0;0;0;1;0;0;0;0
Velocity of Gary, The (1998);0;0;0;1;0;0;0;1;0;0
Ghostbusters (1984);0;0;0;1;0;0;1;0;0;0
Ghostbusters II (1989);0;0;0;1;0;0;1;0;0;0
Drop Dead Gorgeous (1999);0;0;0;1;0;0;0;0;0;0
Haunting, The (1999);0;0;0;0;0;0;1;0;0;1
Inspector Gadget (1999);1;1;1;1;0;0;0;0;0;0
Trick (1999);0;0;0;0;0;0;0;1;0;0
Deep Blue Sea (1999);1;0;0;0;0;0;0;0;1;1
Mystery Men (1999);1;1;0;1;0;0;0;0;0;0
Runaway Bride (1999);0;0;0;1;0;0;0;1;0;0
Twin Falls Idaho (1999);0;0;0;0;0;1;0;0;0;0
Killing, The (1956);0;0;0;0;1;0;0;0;0;0
Killer's Kiss (1955);0;0;0;0;0;0;0;0;0;0
Spartacus (1960);0;0;0;0;0;1;0;0;0;0
Lolita (1962);0;0;0;0;0;1;0;0;0;0
Barry Lyndon (1975);0;0;0;0;0;1;0;0;0;0
400 Blows, The (Les Quatre cents coups) (1959);0;0;0;0;0;1;0;0;0;0
Jules and Jim (Jules et Jim) (1961);0;0;0;0;0;1;0;0;0;0
Vibes (1988);0;1;0;1;0;0;0;0;0;0
Mosquito Coast, The (1986);0;0;0;0;0;1;0;0;0;0
Golden Child, The (1986);1;1;0;1;0;0;0;0;0;0
Brighton Beach Memoirs (1986);0;0;0;1;0;0;0;0;0;0
Assassination (1987);1;0;0;0;0;0;0;0;0;0
Crimes of the Heart (1986);0;0;0;1;0;1;0;0;0;0
Color Purple, The (1985);0;0;0;0;0;1;0;0;0;0
Kindred, The (1986);0;0;0;0;0;0;1;0;0;0
No Mercy (1986);1;0;0;0;0;0;0;0;0;1
Menage (Tenue de soiree) (1986);0;0;0;1;0;1;0;0;0;0
Native Son (1986);0;0;0;0;0;1;0;0;0;0
Otello (1986);0;0;0;0;0;1;0;0;0;0
Mission, The (1986);0;0;0;0;0;1;0;0;0;0
Little Shop of Horrors (1986);0;0;0;1;0;0;1;0;0;0
Little Shop of Horrors, The (1960);0;0;0;1;0;0;1;0;0;0
Allan Quartermain and the Lost City of Gold (1987);1;1;0;0;0;0;0;0;0;0
Morning After, The (1986);0;0;0;0;0;1;0;0;0;0
Radio Days (1987);0;0;0;1;0;1;0;0;0;0
From the Hip (1987);0;0;0;1;0;0;0;0;0;0
Outrageous Fortune (1987);0;0;0;1;0;0;0;0;0;0
Bedroom Window, The (1987);0;0;0;0;0;0;0;0;0;1
Deadtime Stories (1987);0;0;0;0;0;0;1;0;0;0
Light of Day (1987);0;0;0;0;0;1;0;0;0;0
Wanted: Dead or Alive (1987);1;0;0;0;0;0;0;0;0;0
Frances (1982);0;0;0;0;0;1;0;0;0;0
Plenty (1985);0;0;0;0;0;1;0;0;0;0
Dick (1999);0;0;0;1;0;0;0;0;0;0
Gambler, The (A J??os) (1997);0;0;0;0;0;1;0;0;0;0
Iron Giant, The (1999);0;0;1;0;0;0;0;0;0;0
Sixth Sense, The (1999);0;0;0;0;0;0;0;0;0;1
Thomas Crown Affair, The (1999);1;0;0;0;0;0;0;0;0;1
Thomas Crown Affair, The (1968);0;0;0;0;1;1;0;0;0;1
Acid House, The (1998);0;0;0;1;0;1;0;0;0;0
Adventures of Sebastian Cole, The (1998);0;0;0;1;0;1;0;0;0;0
Illuminata (1998);0;0;0;1;0;0;0;0;0;0
Stiff Upper Lips (1998);0;0;0;1;0;0;0;0;0;0
Yards, The (1999);0;0;0;0;1;0;0;0;0;0
Bowfinger (1999);0;0;0;1;0;0;0;0;0;0
Brokedown Palace (1999);0;0;0;0;0;1;0;0;0;0
Detroit Rock City (1999);0;0;0;1;0;0;0;0;0;0
Alice and Martin (Alice et Martin) (1998);0;0;0;0;0;1;0;0;0;0
Better Than Chocolate (1999);0;0;0;1;0;0;0;1;0;0
Head On (1998);0;0;0;0;0;1;0;0;0;0
Marcello Mastroianni: I Remember Yes, I Remember (1997);0;0;0;0;0;0;0;0;0;0
Cobra (1925);0;0;0;0;0;1;0;0;0;0
Never Talk to Strangers (1995);0;0;0;0;0;0;0;0;0;1
Heaven Can Wait (1978);0;0;0;1;0;0;0;0;0;0
Raven, The (1963);0;0;0;1;0;0;1;0;0;0
Tingler, The (1959);0;0;0;0;0;0;1;0;0;0
Pit and the Pendulum (1961);0;0;0;0;0;0;1;0;0;0
Tomb of Ligeia, The (1965);0;0;0;0;0;0;1;0;0;0
Masque of the Red Death, The (1964);0;0;0;0;0;0;1;0;0;0
Tales of Terror (1962);0;0;0;0;0;0;1;0;0;0
Haunted Honeymoon (1986);0;0;0;1;0;0;0;0;0;0
Cat's Eye (1985);0;0;0;0;0;0;1;0;0;0
And Now for Something Completely Different (1971);0;0;0;1;0;0;0;0;0;0
Damien: Omen II (1978);0;0;0;0;0;0;1;0;0;0
Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981);0;0;0;0;0;0;1;0;0;0
Airplane! (1980);0;0;0;1;0;0;0;0;0;0
Airplane II: The Sequel (1982);0;0;0;1;0;0;0;0;0;0
American Werewolf in Paris, An (1997);0;0;0;1;0;0;1;0;0;0
European Vacation (1985);0;0;0;1;0;0;0;0;0;0
Vacation (1983);0;0;0;1;0;0;0;0;0;0
Funny Farm (1988);0;0;0;1;0;0;0;0;0;0
Big (1988);0;0;0;1;0;0;0;0;0;0
Problem Child (1990);0;0;0;1;0;0;0;0;0;0
Problem Child 2 (1991);0;0;0;1;0;0;0;0;0;0
Little Nemo: Adventures in Slumberland (1992);0;0;1;0;0;0;0;0;0;0
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997);0;0;0;0;0;1;0;1;0;0
Tequila Sunrise (1988);1;0;0;0;0;0;0;1;0;1
Pelican Brief, The (1993);0;0;0;0;0;0;0;0;0;1
Christmas Story, A (1983);0;0;0;1;0;1;0;0;0;0
Mickey Blue Eyes (1999);0;0;0;1;0;0;0;1;0;0
Teaching Mrs. Tingle (1999);0;0;0;1;0;0;0;0;0;1
Universal Soldier: The Return (1999);1;0;0;0;0;0;0;0;1;0
Universal Soldier (1992);1;0;0;0;0;0;0;0;1;0
Love Stinks (1999);0;0;0;1;0;0;0;0;0;0
Perfect Blue (1997);0;0;0;0;0;0;0;0;0;0
With Friends Like These... (1998);0;0;0;1;0;0;0;0;0;0
In Too Deep (1999);1;0;0;0;0;0;0;0;0;1
Source, The (1999);0;0;0;0;0;0;0;0;0;0
Bat, The (1959);0;0;0;0;0;0;1;0;0;0
Iron Eagle (1986);1;0;0;0;0;0;0;0;0;0
Iron Eagle II (1988);1;0;0;0;0;0;0;0;0;0
Aces: Iron Eagle III (1992);1;0;0;0;0;0;0;0;0;0
Iron Eagle IV (1995);1;0;0;0;0;0;0;0;0;0
Three Days of the Condor (1975);0;0;0;0;0;0;0;0;0;1
Hamlet (1964);0;0;0;0;0;1;0;0;0;0
Male and Female (1919);0;1;0;0;0;1;0;0;0;0
Medicine Man (1992);0;1;0;0;0;0;0;1;0;0
Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919);1;0;0;0;0;1;0;0;0;0
On the Ropes (1999);0;0;0;0;0;0;0;0;0;0
Rosie (1998);0;0;0;0;0;1;0;0;0;0
13th Warrior, The (1999);1;0;0;0;0;0;1;0;0;1
Astronaut's Wife, The (1999);0;0;0;0;0;0;0;0;1;1
Dudley Do-Right (1999);0;0;1;1;0;0;0;0;0;0
Muse, The (1999);0;0;0;1;0;1;0;0;0;0
Cabaret Balkan (Bure Baruta) (1998);0;0;0;0;0;1;0;0;0;0
Dog of Flanders, A (1999);0;0;0;0;0;1;0;0;0;0
Lost Son, The (1999);0;0;0;0;0;1;0;0;0;0
Lucie Aubrac (1997);0;0;0;0;0;0;0;1;0;0
Very Thought of You, The (1998);0;0;0;1;0;0;0;1;0;0
Chill Factor (1999);1;0;0;0;0;0;0;0;0;1
Outside Providence (1999);0;0;0;1;0;0;0;0;0;0
Bedrooms & Hallways (1998);0;0;0;1;0;0;0;1;0;0
I Woke Up Early the Day I Died (1998);0;0;0;1;0;0;0;0;0;0
West Beirut (West Beyrouth) (1998);0;0;0;0;0;1;0;0;0;0
Stigmata (1999);0;0;0;0;0;0;0;0;0;1
Stir of Echoes (1999);0;0;0;0;0;0;0;0;0;1
Best Laid Plans (1999);0;0;0;0;1;1;0;0;0;0
Black Cat, White Cat (Crna macka, beli macor) (1998);0;0;0;1;0;0;0;1;0;0
Minus Man, The (1999);0;0;0;0;0;1;0;0;0;0
White Boys (1999);0;0;0;0;0;1;0;0;0;0
Adventures of Milo and Otis, The (1986);0;0;1;0;0;0;0;0;0;0
Only Angels Have Wings (1939);0;0;0;0;0;1;0;0;0;0
Othello (1952);0;0;0;0;0;1;0;0;0;0
Queens Logic (1991);0;0;0;1;0;1;0;0;0;0
Public Access (1993);0;0;0;0;0;1;0;0;0;1
Saturn 3 (1979);0;1;0;0;0;0;0;0;1;1
Soldier's Story, A (1984);0;0;0;0;0;1;0;0;0;0
Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977);0;0;0;0;0;0;1;0;0;0
Don't Look in the Basement! (1973);0;0;0;0;0;0;1;0;0;0
Nightmares (1983);0;0;0;0;0;0;1;0;0;0
I Saw What You Did (1965);0;0;0;0;0;0;0;0;0;1
Yellow Submarine (1968);0;0;0;0;0;0;0;0;0;0
American Beauty (1999);0;0;0;1;0;1;0;0;0;0
Stop Making Sense (1984);0;0;0;0;0;0;0;0;0;0
Blue Streak (1999);0;0;0;1;0;0;0;0;0;0
For Love of the Game (1999);0;0;0;1;0;1;0;0;0;0
Caligula (1980);0;0;0;0;0;1;0;0;0;0
Hard Day's Night, A (1964);0;0;0;1;0;0;0;0;0;0
Splendor (1999);0;0;0;1;0;0;0;0;0;0
Sugar Town (1999);0;0;0;1;0;0;0;0;0;0
Buddy Holly Story, The (1978);0;0;0;0;0;1;0;0;0;0
Fright Night (1985);0;0;0;1;0;0;1;0;0;0
Fright Night Part II (1989);0;0;0;0;0;0;1;0;0;0
Separation, The (La S?aration) (1994);0;0;0;0;0;1;0;0;0;0
Barefoot in the Park (1967);0;0;0;1;0;0;0;0;0;0
Deliverance (1972);0;1;0;0;0;0;0;0;0;1
Excalibur (1981);1;0;0;0;0;1;0;1;0;0
Lulu on the Bridge (1998);0;0;0;0;0;1;0;1;0;0
Pajama Game, The (1957);0;0;0;1;0;0;0;0;0;0
Sommersby (1993);0;0;0;0;0;1;0;1;0;0
Thumbelina (1994);0;0;1;0;0;0;0;0;0;0
Tommy (1975);0;0;0;0;0;1;0;0;0;0
Hell Night (1981);0;0;0;0;0;0;1;0;0;0
Operation Condor (Feiying gaiwak) (1990);1;1;0;1;0;0;0;0;0;0
Operation Condor 2 (Longxiong hudi) (1990);1;1;0;1;0;0;0;0;0;0
Double Jeopardy (1999);1;0;0;0;0;0;0;0;0;1
Jakob the Liar (1999);0;0;0;0;0;1;0;0;0;0
Mumford (1999);0;0;0;1;0;0;0;0;0;0
Dog Park (1998);0;0;0;1;0;0;0;1;0;0
Guinevere (1999);0;0;0;0;0;1;0;1;0;0
Adventures of Elmo in Grouchland, The (1999);0;0;1;1;0;0;0;0;0;0
Simon Sez (1999);0;0;0;0;0;1;0;0;0;0
Drive Me Crazy (1999);0;0;0;1;0;0;0;1;0;0
Mystery, Alaska (1999);0;0;0;1;0;0;0;0;0;0
Three Kings (1999);0;0;0;0;0;1;0;0;0;0
Happy, Texas (1999);0;0;0;1;0;0;0;0;0;0
New Rose Hotel (1998);1;0;0;0;0;1;0;0;0;0
Plunkett & MaCleane (1999);1;0;0;0;0;1;0;0;0;0
Romance (1999);0;0;0;0;0;1;0;1;0;0
Napoleon and Samantha (1972);0;1;0;0;0;0;0;0;0;0
Alvarez Kelly (1966);0;0;0;0;0;0;0;0;0;0
And the Ship Sails On (E la nave va) (1984);0;0;0;1;0;0;0;0;0;0
Dark Half, The (1993);0;0;0;0;0;0;1;0;0;0
Gulliver's Travels (1939);0;1;1;0;0;0;0;0;0;0
Monkey Shines (1988);0;0;0;0;0;0;1;0;1;0
Phantasm (1979);0;0;0;0;0;0;1;0;1;0
Psycho II (1983);0;0;0;0;0;0;1;0;0;1
Psycho III (1986);0;0;0;0;0;0;1;0;0;1
Rain (1932);0;0;0;0;0;1;0;0;0;0
Sanjuro (1962);1;1;0;0;0;0;0;0;0;0
Random Hearts (1999);0;0;0;0;0;1;0;1;0;0
Superstar (1999);0;0;0;1;0;0;0;0;0;0
Boys Don't Cry (1999);0;0;0;0;0;1;0;0;0;0
Five Wives, Three Secretaries and Me (1998);0;0;0;0;0;0;0;0;0;0
Ennui, L' (1998);0;0;0;0;0;1;0;1;0;0
Grandfather, The (El Abuelo) (1998);0;0;0;0;0;1;0;0;0;0
Limey, The (1999);1;0;0;0;1;1;0;0;0;0
Mating Habits of the Earthbound Human, The (1998);0;0;0;1;0;0;0;0;0;0
Molly (1999);0;0;0;1;0;1;0;0;0;0
Risky Business (1983);0;0;0;1;0;0;0;0;0;0
Total Recall (1990);1;1;0;0;0;0;0;0;1;1
Body Heat (1981);0;0;0;0;1;0;0;0;0;1
Ferris Bueller's Day Off (1986);0;0;0;1;0;0;0;0;0;0
Year of Living Dangerously (1982);0;0;0;0;0;1;0;1;0;0
Children of Paradise (Les enfants du paradis) (1945);0;0;0;0;0;1;0;1;0;0
High Plains Drifter (1972);0;0;0;0;0;0;0;0;0;0
Hang 'em High (1967);0;0;0;0;0;0;0;0;0;0
Citizen's Band (a.k.a. Handle with Care) (1977);0;0;0;1;0;0;0;0;0;0
Drunken Master (Zui quan) (1979);1;0;0;1;0;0;0;0;0;0
Conformist, The (Il Conformista) (1970);0;0;0;0;0;1;0;0;0;0
Hairspray (1988);0;0;0;1;0;1;0;0;0;0
Brief Encounter (1946);0;0;0;0;0;1;0;1;0;0
Razor's Edge, The (1984);0;0;0;0;0;1;0;0;0;0
Reds (1981);0;0;0;0;0;1;0;0;0;0
Return with Honor (1998);0;0;0;0;0;0;0;0;0;0
Time of the Gypsies (Dom za vesanje) (1989);0;0;0;0;0;1;0;0;0;0
Days of Heaven (1978);0;0;0;0;0;1;0;0;0;0
Fire Within, The (Le Feu Follet) (1963);0;0;0;0;0;1;0;0;0;0
Love Bewitched, A (El Amor Brujo) (1986);0;0;0;0;0;0;0;0;0;0
Lady Eve, The (1941);0;0;0;1;0;0;0;1;0;0
Sullivan's Travels (1942);0;0;0;1;0;0;0;0;0;0
Palm Beach Story, The (1942);0;0;0;1;0;0;0;0;0;0
Man Facing Southeast (Hombre Mirando al Sudeste) (1986);0;0;0;0;0;1;0;0;0;0
Niagara (1953);0;0;0;0;0;1;0;0;0;1
Gilda (1946);0;0;0;0;0;0;0;0;0;0
South Pacific (1958);0;0;0;0;0;0;0;1;0;0
Flashdance (1983);0;0;0;0;0;1;0;1;0;0
Indochine (1992);0;0;0;0;0;1;0;1;0;0
Dirty Dozen, The (1967);1;0;0;0;0;0;0;0;0;0
Mike's Murder (1984);0;0;0;0;0;0;0;0;0;0
Help! (1965);0;0;0;1;0;0;0;0;0;0
Goldfinger (1964);1;0;0;0;0;0;0;0;0;0
From Russia with Love (1963);1;0;0;0;0;0;0;0;0;0
Dr. No (1962);1;0;0;0;0;0;0;0;0;0
Blue Lagoon, The (1980);0;1;0;0;0;1;0;1;0;0
Fistful of Dollars, A (1964);1;0;0;0;0;0;0;0;0;0
Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996);0;0;0;0;1;0;0;0;0;1
Home Alone 2: Lost in New York (1992);0;0;1;1;0;0;0;0;0;0
Penitentiary (1979);0;0;0;0;0;1;0;0;0;0
Penitentiary II (1982);0;0;0;0;0;1;0;0;0;0
Someone to Watch Over Me (1987);1;0;0;0;1;0;0;0;0;1
Sparrows (1926);0;0;0;0;0;1;0;0;0;0
Naturally Native (1998);0;0;0;0;0;1;0;0;0;0
Fight Club (1999);0;0;0;0;0;1;0;0;0;0
Beefcake (1999);0;0;0;0;0;1;0;0;0;0
Story of Us, The (1999);0;0;0;1;0;1;0;0;0;0
Fever Pitch (1997);0;0;0;1;0;0;0;1;0;0
Joe the King (1999);0;0;0;0;1;1;0;0;0;0
Julien Donkey-Boy (1999);0;0;0;0;0;1;0;0;0;0
Omega Code, The (1999);1;0;0;0;0;0;0;0;0;0
Straight Story, The (1999);0;0;0;0;0;1;0;0;0;0
Bad Seed, The (1956);0;0;0;0;0;1;0;0;0;1
Time Bandits (1981);0;1;0;0;0;0;0;0;1;0
Man and a Woman, A (Un Homme et une Femme) (1966);0;0;0;0;0;1;0;1;0;0
Fitzcarraldo (1982);0;1;0;0;0;1;0;0;0;0
All That Jazz (1979);0;0;0;0;0;0;0;0;0;0
Red Sorghum (Hong Gao Liang) (1987);0;0;0;0;0;1;0;0;0;0
Crimes and Misdemeanors (1989);0;0;0;1;0;0;0;0;0;0
Bats (1999);0;0;0;0;0;0;1;0;0;1
Best Man, The (1999);0;0;0;0;0;1;0;0;0;0
Bringing Out the Dead (1999);0;0;0;0;0;1;1;0;0;0
Crazy in Alabama (1999);0;0;0;1;0;1;0;0;0;0
Three to Tango (1999);0;0;0;1;0;0;0;1;0;0
Body Shots (1999);0;0;0;0;0;1;0;0;0;0
Men Cry Bullets (1997);0;0;0;0;0;1;0;0;0;0
Brother, Can You Spare a Dime? (1975);0;0;0;0;0;0;0;0;0;0
Guardian, The (1990);0;0;0;0;0;0;1;0;0;1
Ipcress File, The (1965);0;0;0;0;0;0;0;0;0;1
On Any Sunday (1971);0;0;0;0;0;0;0;0;0;0
Robocop (1987);1;0;0;0;1;0;0;0;1;0
Robocop 2 (1990);1;0;0;0;1;0;0;0;1;0
Who Framed Roger Rabbit? (1988);0;1;0;0;0;0;0;0;0;0
Melvin and Howard (1980);0;0;0;0;0;1;0;0;0;0
For Your Eyes Only (1981);1;0;0;0;0;0;0;0;0;0
Licence to Kill (1989);1;0;0;0;0;0;0;0;0;0
Live and Let Die (1973);1;0;0;0;0;0;0;0;0;0
Rawhead Rex (1986);0;0;0;0;0;0;1;0;0;1
Thunderball (1965);1;0;0;0;0;0;0;0;0;0
City, The (1998);0;0;0;0;0;1;0;0;0;0
House on Haunted Hill, The (1999);0;0;0;0;0;0;1;0;0;0
Music of the Heart (1999);0;0;0;0;0;1;0;0;0;0
Being John Malkovich (1999);0;0;0;1;0;0;0;0;0;0
Dreaming of Joseph Lees (1998);0;0;0;0;0;0;0;1;0;0
Man of the Century (1999);0;0;0;1;0;0;0;0;0;0
Princess Mononoke, The (Mononoke Hime) (1997);1;1;0;0;0;0;0;0;0;0
Suburbans, The (1999);0;0;0;0;0;1;0;0;0;0
My Best Fiend (Mein liebster Feind) (1999);0;0;0;0;0;0;0;0;0;0
Train of Life (Train De Vie) (1998);0;0;0;1;0;1;0;0;0;0
Bachelor, The (1999);0;0;0;1;0;0;0;1;0;0
Bone Collector, The (1999);0;0;0;0;0;0;0;0;0;1
Insider, The (1999);0;0;0;0;0;1;0;0;0;0
American Movie (1999);0;0;0;0;0;0;0;0;0;0
Last Night (1998);0;0;0;0;0;0;0;0;0;1
Portraits Chinois (1996);0;0;0;0;0;1;0;0;0;0
Rosetta (1999);0;0;0;0;0;1;0;0;0;0
They Shoot Horses, Don't They? (1969);0;0;0;0;0;1;0;0;0;0
Battling Butler (1926);0;0;0;1;0;0;0;0;0;0
Bride of Re-Animator (1990);0;0;0;1;0;0;1;0;0;0
Bustin' Loose (1981);0;0;0;1;0;0;0;0;0;0
Coma (1978);0;0;0;0;0;0;0;0;0;1
Creepshow (1982);0;0;0;0;0;0;1;0;0;0
Creepshow 2 (1987);0;0;0;0;0;0;1;0;0;0
Re-Animator (1985);0;0;0;0;0;0;1;0;0;0
Drugstore Cowboy (1989);0;0;0;0;1;1;0;0;0;0
Falling Down (1993);1;0;0;0;0;1;0;0;0;0
Funhouse, The (1981);0;0;0;0;0;0;1;0;0;0
General, The (1927);0;0;0;1;0;0;0;0;0;0
My Best Girl (1927);0;0;0;1;0;0;0;1;0;0
Piranha (1978);0;0;0;0;0;0;1;0;1;0
Rough Night in Jericho (1967);0;0;0;0;0;0;0;0;0;0
Slaughterhouse (1987);0;0;0;0;0;0;1;0;0;0
Slaughterhouse 2 (1988);0;0;0;0;0;0;1;0;0;0
Taming of the Shrew, The (1967);0;0;0;1;0;0;0;0;0;0
Nighthawks (1981);1;0;0;0;0;1;0;0;0;0
Yojimbo (1961);0;0;0;1;0;1;0;0;0;0
Repossessed (1990);0;0;0;1;0;0;0;0;0;0
Omega Man, The (1971);0;0;0;0;0;0;0;0;1;0
Spaceballs (1987);0;0;0;1;0;0;0;0;1;0
Robin Hood (1973);0;0;1;0;0;0;0;0;0;0
Mister Roberts (1955);0;0;0;1;0;1;0;0;0;0
Quest for Fire (1981);0;1;0;0;0;0;0;0;0;0
Little Big Man (1970);0;0;0;1;0;1;0;0;0;0
Face in the Crowd, A (1957);0;0;0;0;0;1;0;0;0;0
Trading Places (1983);0;0;0;1;0;0;0;0;0;0
Meatballs (1979);0;0;0;1;0;0;0;0;0;0
Meatballs Part II (1984);0;0;0;1;0;0;0;0;0;0
Meatballs III (1987);0;0;0;1;0;0;0;0;0;0
Meatballs 4 (1992);0;0;0;1;0;0;0;0;0;0
Dead Again (1991);0;0;0;0;0;0;0;1;0;1
Peter's Friends (1992);0;0;0;1;0;1;0;0;0;0
Incredibly True Adventure of Two Girls in Love, The (1995);0;0;0;1;0;0;0;1;0;0
Experience Preferred... But Not Essential (1982);0;0;0;0;0;1;0;0;0;0
Under the Rainbow (1981);0;0;0;1;0;0;0;0;0;0
How I Won the War (1967);0;0;0;1;0;0;0;0;0;0
Light It Up (1999);0;0;0;0;0;1;0;0;0;0
Anywhere But Here (1999);0;0;0;0;0;1;0;0;0;0
Dogma (1999);0;0;0;1;0;0;0;0;0;0
Messenger: The Story of Joan of Arc, The (1999);0;0;0;0;0;1;0;0;0;0
Pok?on: The First Movie (1998);0;0;1;0;0;0;0;0;0;0
Felicia's Journey (1999);0;0;0;0;0;0;0;0;0;1
Oxygen (1999);0;0;0;0;0;0;0;0;0;1
Where's Marlowe? (1999);0;0;0;1;0;0;0;0;0;0
Ape, The (1940);0;0;0;0;0;0;1;0;1;0
British Intelligence (1940);0;0;0;0;0;1;0;0;0;0
Commitments, The (1991);0;0;0;1;0;1;0;0;0;0
Holiday Inn (1942);0;0;0;1;0;0;0;0;0;0
Longest Day, The (1962);1;0;0;0;0;1;0;0;0;0
Poison Ivy (1992);0;0;0;0;0;0;0;0;0;1
Poison Ivy: New Seduction (1997);0;0;0;0;0;0;0;0;0;1
Ten Benny (1997);0;0;0;0;0;1;0;0;0;0
Tora! Tora! Tora! (1970);0;0;0;0;0;0;0;0;0;0
